transaction_id,customer_id,customer_email,transaction_date,total_amount,subtotal,tax_amount,total_discount,payment_method,status,num_items,shipping_address,created_at
TXN-906a846c,32,jjohnson@example.com,2025-10-04 10:04:20.304937,5695.11,5273.25,421.86,848.75,debit_card,completed,10,"82675 Matthews Stream, South Diana, New York 81195",2025-12-22 10:04:20.304937
TXN-dfaec8f6,44,henryschwartz@example.net,2025-10-30 10:04:20.306937,10003.55,9262.55,741.0,737.04,credit_card,completed,8,"9774 Shaw Manor, Port James, Rhode Island 18641",2025-12-22 10:04:20.306937
TXN-d7f29571,60,johnsantiago@example.net,2025-12-14 10:04:20.307936,8464.25,7837.27,626.98,972.6800000000001,credit_card,completed,9,"345 Brewer Trafficway Apt. 938, East Robertburgh, Arizona 52535",2025-12-22 10:04:20.307936
TXN-f2b6d03f,56,jessica65@example.org,2025-12-17 10:04:20.308935,331.39,306.84000000000003,24.55,46.99,credit_card,completed,2,"65585 James Pass, Porterton, Arizona 18462",2025-12-22 10:04:20.308935
TXN-7f2f73a2,54,frykelli@example.com,2025-12-05 10:04:20.309934,4225.47,3912.47,313.0,696.6500000000001,credit_card,completed,3,"7359 Larry Stravenue Suite 562, Zacharyville, Massachusetts 32186",2025-12-22 10:04:20.309934
TXN-8e10f3bc,93,louis43@example.org,2025-11-07 10:04:20.311933,17989.84,16657.26,1332.58,463.7,paypal,completed,8,"1124 Jason Walks Suite 213, Randyton, Utah 39670",2025-12-22 10:04:20.311933
TXN-3a9134d4,81,angelaburns@example.org,2025-10-20 10:04:20.312932,10155.93,9403.64,752.29,124.53,credit_card,completed,6,"2190 Kelly Harbor Apt. 842, Cunninghamfort, Oklahoma 67453",2025-12-22 10:04:20.312932
TXN-87af9acb,33,antonio53@example.com,2025-12-09 10:04:20.313932,3538.84,3276.7,262.14,378.5,credit_card,completed,5,"3293 Maria Plaza, New Jason, Iowa 43565",2025-12-22 10:04:20.313932
TXN-e30e7710,82,adamsamy@example.com,2025-10-28 10:04:20.314931,12918.56,11961.63,956.93,331.03000000000003,credit_card,failed,5,"959 Martin Dam, Port Jamie, Arkansas 75221",2025-12-22 10:04:20.314931
TXN-3c3d8f30,80,lcarr@example.org,2025-10-02 10:04:20.315931,257.79,238.69,19.1,42.12,credit_card,completed,1,"669 Bailey Manors, South Cynthia, Vermont 85076",2025-12-22 10:04:20.315931
TXN-6ca880f0,91,xcline@example.com,2025-12-06 10:04:20.316931,7142.72,6613.63,529.09,196.12,credit_card,completed,3,"832 Sarah Burg, New Michael, Vermont 1758",2025-12-22 10:04:20.316931
TXN-3e5fb613,29,rebecca05@example.org,2025-12-05 10:04:20.317929,10572.69,9789.53,783.16,18.05,debit_card,completed,6,"237 Stevens Shores Apt. 748, North Scott, Minnesota 77515",2025-12-22 10:04:20.318929
TXN-9ad4caa5,55,adamsjohn@example.org,2025-11-19 10:04:20.319929,5355.29,4958.599999999999,396.69,121.36,paypal,completed,5,"16873 Brandy Causeway Apt. 479, Mitchelltown, Connecticut 56983",2025-12-22 10:04:20.319929
TXN-54ae496d,53,david89@example.org,2025-11-30 10:04:20.320944,2303.93,2133.27,170.66,1.13,apple_pay,completed,4,"49818 Brittany Prairie Apt. 299, Meganshire, Arizona 4219",2025-12-22 10:04:20.320944
TXN-208e732b,77,gibbsmichael@example.net,2025-12-14 10:04:20.321928,338.1,313.06,25.04,55.25,debit_card,completed,2,"43888 Sean Lock, Bartonshire, Vermont 66098",2025-12-22 10:04:20.321928
TXN-29f628f0,85,christopher20@example.com,2025-12-05 10:04:20.322929,3941.48,3649.52,291.96,106.97,credit_card,completed,5,"62713 Davis Valley Apt. 155, Derrickberg, Tennessee 89254",2025-12-22 10:04:20.322929
TXN-af291ab0,3,gabriellecameron@example.org,2025-10-22 10:04:20.322929,7543.4,6984.63,558.77,241.22,debit_card,completed,6,"653 William Course Apt. 122, Carlsonfurt, Missouri 78605",2025-12-22 10:04:20.322929
TXN-fe9a7903,96,dawnrobles@example.org,2025-12-15 10:04:20.325439,20680.42,19148.54,1531.88,2046.68,paypal,completed,10,"05930 Brown Mountains Suite 932, East Dianeview, Ohio 97108",2025-12-22 10:04:20.325439
TXN-4c1561e4,52,laurahicks@example.org,2025-11-27 10:04:20.325439,3542.08,3279.7000000000003,262.38,15.36,debit_card,completed,5,"6786 Morrow Cliffs, West Dawn, New Hampshire 61558",2025-12-22 10:04:20.325439
TXN-73b6ec34,73,brian63@example.org,2025-12-01 10:04:20.325439,4372.89,4048.97,323.92,208.0,debit_card,completed,3,"431 Joseph Light, Lake Peter, Mississippi 14466",2025-12-22 10:04:20.325439
TXN-95351480,50,zcox@example.net,2025-12-19 10:04:20.325439,3509.0,3249.07,259.93,42.38,credit_card,pending,3,"755 Hines Ports, New Michael, Massachusetts 85640",2025-12-22 10:04:20.325439
TXN-8b95369a,43,kyle62@example.net,2025-09-25 10:04:20.329952,12416.73,11496.97,919.76,929.13,credit_card,completed,10,"35733 Eric Hill Apt. 888, Lake Matthewberg, Rhode Island 49878",2025-12-22 10:04:20.329952
TXN-16c99aa5,37,michael98@example.org,2025-11-12 10:04:20.331959,5557.64,5145.96,411.68,354.35,credit_card,completed,8,"44550 Molly Port, Jonestown, Colorado 98295",2025-12-22 10:04:20.331959
TXN-9c1b3ffc,79,zacharyarnold@example.com,2025-12-02 10:04:20.331959,10644.54,9856.06,788.48,586.8000000000001,debit_card,completed,8,"33419 Lauren Plain Apt. 553, Wilsonfort, North Dakota 84270",2025-12-22 10:04:20.331959
TXN-bde5f444,57,linda87@example.org,2025-09-30 10:04:20.331959,2739.96,2537.0,202.96,158.11,debit_card,completed,8,"5169 Robles Stream, New Thomasshire, Oregon 30325",2025-12-22 10:04:20.331959
TXN-11c30d23,97,barbaramcgrath@example.com,2025-12-05 10:04:20.335468,35.02,32.43,2.59,1.71,paypal,completed,1,"427 Christopher Fort Apt. 087, West Samanthaborough, Florida 45164",2025-12-22 10:04:20.335468
TXN-a9914781,76,yfaulkner@example.org,2025-10-13 10:04:20.335468,14978.61,13869.08,1109.53,568.43,credit_card,failed,7,"724 Johnny Drives Suite 617, Aguilarside, North Carolina 91164",2025-12-22 10:04:20.335468
TXN-955bd55a,12,michelle45@example.net,2025-11-10 10:04:20.335468,10733.09,9938.05,795.04,1083.24,paypal,completed,10,"569 Paul Ports Apt. 406, New Saraside, Utah 94798",2025-12-22 10:04:20.335468
TXN-fc192f6b,24,margaret10@example.org,2025-12-02 10:04:20.340060,1419.08,1313.96,105.12,30.45,credit_card,completed,3,"065 Johnson Forks, Port Emilyview, Oregon 5774",2025-12-22 10:04:20.340060
TXN-c595b7b7,5,davidalvarez@example.net,2025-10-23 10:04:20.341060,18517.78,17146.09,1371.69,1092.2,paypal,completed,5,"0983 Adrian Station, East Carloston, Michigan 9788",2025-12-22 10:04:20.341060
TXN-7ce349c7,38,nicholaschavez@example.org,2025-09-25 10:04:20.342059,1399.56,1295.8899999999999,103.67,190.89999999999998,debit_card,completed,2,"81561 Gregory Ramp Suite 840, South Tracey, Arkansas 1508",2025-12-22 10:04:20.342059
TXN-811968ee,59,chelsea33@example.com,2025-10-04 10:04:20.343058,10229.09,9471.380000000001,757.71,947.47,paypal,completed,5,"40415 Douglas Summit Suite 338, Sarahview, Florida 14817",2025-12-22 10:04:20.343058
TXN-b2a6b2ca,79,zacharyarnold@example.com,2025-12-03 10:04:20.344098,691.9,640.65,51.25,31.41,credit_card,completed,4,"33419 Lauren Plain Apt. 553, Wilsonfort, North Dakota 84270",2025-12-22 10:04:20.344098
TXN-948802c1,6,joshuawashington@example.net,2025-10-14 10:04:20.345511,9055.8,8385.0,670.8,316.65000000000003,credit_card,completed,9,"7010 Chandler Union Apt. 333, Taylorburgh, Louisiana 61138",2025-12-22 10:04:20.345511
TXN-da1979bb,68,burgesskaren@example.org,2025-11-16 10:04:20.346507,4167.34,3858.65,308.69,276.68,debit_card,completed,5,"753 Edwards Cape, Lake Dustin, Kentucky 73024",2025-12-22 10:04:20.346507
TXN-e9d211af,91,xcline@example.com,2025-12-17 10:04:20.348504,6655.46,6162.46,493.0,350.16,credit_card,completed,8,"832 Sarah Burg, New Michael, Vermont 1758",2025-12-22 10:04:20.348504
TXN-d51b91df,17,meadowsbrittany@example.net,2025-11-18 10:04:20.349504,10791.37,9992.01,799.36,1620.5,credit_card,completed,6,"6417 Kaitlyn Center Suite 310, East Jamestown, South Carolina 20474",2025-12-22 10:04:20.349504
TXN-560bbc6a,51,susanjohnson@example.org,2025-10-23 10:04:20.351503,14318.54,13257.91,1060.63,1098.86,debit_card,completed,10,"72715 Mckinney Plaza, Patriciaburgh, Virginia 93504",2025-12-22 10:04:20.351503
TXN-8e6621b9,7,ramosmichelle@example.net,2025-12-18 10:04:20.352502,2297.86,2127.65,170.21,211.99,apple_pay,completed,5,"0647 Henderson Street, Mooreport, Indiana 8166",2025-12-22 10:04:20.352502
TXN-646598b4,39,sierra24@example.com,2025-11-15 10:04:20.353502,2818.66,2609.87,208.79,227.3,paypal,completed,3,"59696 Roberts Lodge Apt. 529, Collierstad, Colorado 57741",2025-12-22 10:04:20.353502
TXN-f0091c74,40,sanchezbrianna@example.net,2025-11-20 10:04:20.354501,8517.03,7886.14,630.89,657.69,debit_card,completed,10,"43292 Gregory Trail, Marshallshire, Wisconsin 76453",2025-12-22 10:04:20.354501
TXN-26205fe9,19,alexander67@example.org,2025-11-01 10:04:20.356500,10210.7,9454.35,756.35,1588.32,debit_card,completed,6,"47379 Rogers Park, Hunterborough, Minnesota 34363",2025-12-22 10:04:20.356500
TXN-d87c85a4,70,carloshernandez@example.org,2025-11-22 10:04:20.357500,1258.97,1165.71,93.26,6.21,debit_card,completed,3,"621 Alice Garden, New Alisha, Minnesota 35539",2025-12-22 10:04:20.357500
TXN-23f09753,46,samantha72@example.net,2025-11-13 10:04:20.358499,6825.74,6320.13,505.61,219.6,credit_card,completed,6,"1036 Brown Villages, Carlsontown, South Dakota 68052",2025-12-22 10:04:20.358499
TXN-2b867e07,26,cindy77@example.org,2025-10-25 10:04:20.359498,5959.73,5518.27,441.46,51.96,paypal,completed,5,"1274 Perry Orchard, Sanchezside, Georgia 50778",2025-12-22 10:04:20.359498
TXN-550fccd4,14,campbellelizabeth@example.net,2025-09-23 10:04:20.360498,11522.8,10669.26,853.54,1958.17,credit_card,completed,7,"3201 Robinson Unions Suite 083, South Dennismouth, Texas 70117",2025-12-22 10:04:20.360498
TXN-2811081e,92,blakenicholas@example.net,2025-11-27 10:04:20.361497,2420.53,2241.23,179.3,271.09,debit_card,completed,2,"619 Ryan Curve, West Jose, Massachusetts 52006",2025-12-22 10:04:20.361497
TXN-7cf3efe9,80,lcarr@example.org,2025-12-15 10:04:20.363496,7787.31,7210.47,576.84,460.17,debit_card,completed,6,"669 Bailey Manors, South Cynthia, Vermont 85076",2025-12-22 10:04:20.363496
TXN-61180330,99,david09@example.com,2025-10-29 10:04:20.364495,14973.92,13864.74,1109.18,1309.03,credit_card,completed,8,"135 Jackson Corners Suite 704, East Heather, Minnesota 34141",2025-12-22 10:04:20.364495
TXN-22ecfcf3,82,adamsamy@example.com,2025-12-18 10:04:20.365495,97.55,90.32,7.23,4.75,credit_card,completed,1,"959 Martin Dam, Port Jamie, Arkansas 75221",2025-12-22 10:04:20.365495
TXN-176299b2,51,susanjohnson@example.org,2025-12-12 10:04:20.366494,1403.24,1299.3,103.94,59.5,debit_card,completed,3,"72715 Mckinney Plaza, Patriciaburgh, Virginia 93504",2025-12-22 10:04:20.366494
TXN-7924bc77,48,zwelch@example.org,2025-10-14 10:04:20.367495,1542.82,1428.54,114.28,200.17,debit_card,completed,9,"345 Michelle Isle, Davidstad, Nevada 52932",2025-12-22 10:04:20.367495
TXN-1d20a3d4,85,christopher20@example.com,2025-09-29 10:04:20.368532,4705.47,4356.92,348.55,112.63,credit_card,completed,4,"62713 Davis Valley Apt. 155, Derrickberg, Tennessee 89254",2025-12-22 10:04:20.368532
TXN-690ff311,92,blakenicholas@example.net,2025-12-14 10:04:20.369532,60.42,55.94,4.48,0.0,credit_card,completed,1,"619 Ryan Curve, West Jose, Massachusetts 52006",2025-12-22 10:04:20.369532
TXN-b17a80c3,8,adkinsbrian@example.net,2025-11-14 10:04:20.371573,6019.77,5573.86,445.91,31.29,paypal,failed,10,"998 Donovan Ford Suite 346, Lake Debbie, New Jersey 41942",2025-12-22 10:04:20.371573
TXN-96199504,2,melanie94@example.org,2025-10-16 10:04:20.372530,6240.45,5778.1900000000005,462.26,568.58,credit_card,completed,9,"7525 Clark Grove Apt. 928, East Steven, Louisiana 84387",2025-12-22 10:04:20.372530
TXN-b3db68be,64,jennifer64@example.org,2025-11-22 10:04:20.373529,6881.62,6371.87,509.75,361.04,paypal,completed,3,"65676 Miller Shore, Lake Michelle, Delaware 23893",2025-12-22 10:04:20.373529
TXN-7cef8745,21,qnelson@example.org,2025-10-16 10:04:20.374528,9647.13,8932.53,714.6,57.06,credit_card,completed,3,"3524 Jean Crossroad, Brandonton, Oklahoma 38791",2025-12-22 10:04:20.374528
TXN-8fb0341f,86,morenoalan@example.net,2025-11-28 10:04:20.375528,6988.22,6470.57,517.65,316.78000000000003,credit_card,completed,4,"5234 John Rapid Suite 043, Lake Peter, Tennessee 7653",2025-12-22 10:04:20.376527
TXN-b60e619b,83,candice25@example.net,2025-09-24 10:04:20.377527,11502.12,10650.11,852.01,650.87,debit_card,completed,10,"7116 Neal Wells Suite 775, Port Kimland, Washington 60590",2025-12-22 10:04:20.377527
TXN-885d8cd6,21,qnelson@example.org,2025-11-19 10:04:20.378526,7523.02,6965.76,557.26,256.31,credit_card,completed,4,"3524 Jean Crossroad, Brandonton, Oklahoma 38791",2025-12-22 10:04:20.378526
TXN-19d75c10,5,davidalvarez@example.net,2025-11-19 10:04:20.380525,2488.82,2304.46,184.36,381.87,debit_card,completed,8,"0983 Adrian Station, East Carloston, Michigan 9788",2025-12-22 10:04:20.380525
TXN-b4489dd7,85,christopher20@example.com,2025-10-21 10:04:20.381524,4766.26,4413.2,353.06,590.0400000000001,google_pay,completed,7,"62713 Davis Valley Apt. 155, Derrickberg, Tennessee 89254",2025-12-22 10:04:20.381524
TXN-c0886b96,80,lcarr@example.org,2025-09-28 10:04:20.382524,12353.32,11438.26,915.06,577.2,credit_card,completed,8,"669 Bailey Manors, South Cynthia, Vermont 85076",2025-12-22 10:04:20.382524
TXN-2f3afe0b,15,stephanie79@example.net,2025-10-25 10:04:20.383523,1229.28,1138.22,91.06,21.98,credit_card,completed,3,"1434 Flores Plains Apt. 223, Bensonborough, California 54878",2025-12-22 10:04:20.383523
TXN-a16fc916,2,melanie94@example.org,2025-11-30 10:04:20.385522,14140.28,13092.85,1047.43,1699.45,credit_card,completed,10,"7525 Clark Grove Apt. 928, East Steven, Louisiana 84387",2025-12-22 10:04:20.385522
TXN-407d65fc,100,lebrandon@example.com,2025-11-07 10:04:20.386523,5786.07,5357.47,428.6,586.5400000000001,credit_card,completed,3,"1152 Martin Club Apt. 599, Bushchester, Tennessee 22127",2025-12-22 10:04:20.386523
TXN-dc790e9d,30,dvaughn@example.com,2025-11-04 10:04:20.387521,2144.59,1985.73,158.86,8.6,debit_card,completed,6,"95339 Byrd Stravenue Apt. 104, Johnsonstad, Washington 17725",2025-12-22 10:04:20.387521
TXN-f65ee211,45,brett75@example.net,2025-10-20 10:04:20.388521,401.54,371.8,29.74,0.0,paypal,completed,1,"8536 Nicholas Burgs, Sarahmouth, Georgia 18536",2025-12-22 10:04:20.388521
TXN-888a7813,13,michaeljones@example.net,2025-12-13 10:04:20.389520,12395.05,11476.9,918.15,927.4,debit_card,completed,6,"044 Russell Prairie Suite 777, New Thomas, West Virginia 22742",2025-12-22 10:04:20.390519
TXN-e3816020,3,gabriellecameron@example.org,2025-11-03 10:04:20.391519,4040.26,3740.98,299.28,608.25,debit_card,completed,9,"653 William Course Apt. 122, Carlsonfurt, Missouri 78605",2025-12-22 10:04:20.391519
TXN-5cf9265a,30,dvaughn@example.com,2025-10-05 10:04:20.392518,10709.79,9916.47,793.32,1541.93,google_pay,completed,7,"95339 Byrd Stravenue Apt. 104, Johnsonstad, Washington 17725",2025-12-22 10:04:20.392518
TXN-72fef72b,80,lcarr@example.org,2025-09-26 10:04:20.394518,1154.56,1069.04,85.52,64.05,debit_card,completed,6,"669 Bailey Manors, South Cynthia, Vermont 85076",2025-12-22 10:04:20.394518
TXN-1a26bbe9,98,samantharichard@example.com,2025-11-06 10:04:20.395516,3441.42,3186.5,254.92,323.71,paypal,completed,10,"675 Jasmine Points, Jeffreyshire, Idaho 50096",2025-12-22 10:04:20.395516
TXN-70124fc1,29,rebecca05@example.org,2025-10-12 10:04:20.396516,2314.3,2142.87,171.43,122.67,debit_card,completed,2,"237 Stevens Shores Apt. 748, North Scott, Minnesota 77515",2025-12-22 10:04:20.396516
TXN-1c9cf3ac,11,jason31@example.com,2025-10-07 10:04:20.397515,289.33,267.9,21.43,29.759999999999998,paypal,completed,2,"3375 Hoover Well, East Andrew, Illinois 52728",2025-12-22 10:04:20.397515
TXN-3c89546c,46,samantha72@example.net,2025-11-03 10:04:20.398515,99.21,91.86,7.35,4.83,paypal,completed,1,"1036 Brown Villages, Carlsontown, South Dakota 68052",2025-12-22 10:04:20.398515
TXN-501c019c,38,nicholaschavez@example.org,2025-10-22 10:04:20.399514,12509.39,11582.77,926.62,13.0,paypal,completed,9,"81561 Gregory Ramp Suite 840, South Tracey, Arkansas 1508",2025-12-22 10:04:20.399514
TXN-59f3470d,9,smithchristine@example.net,2025-12-22 10:04:20.400513,1632.17,1511.27,120.9,27.85,google_pay,completed,4,"808 Huynh Cove Apt. 411, West Juan, Indiana 94559",2025-12-22 10:04:20.401513
TXN-0d8e018e,19,alexander67@example.org,2025-09-25 10:04:20.402512,14784.82,13689.65,1095.17,910.52,debit_card,pending,10,"47379 Rogers Park, Hunterborough, Minnesota 34363",2025-12-22 10:04:20.402512
TXN-9525fd49,11,jason31@example.com,2025-11-27 10:04:20.403512,1252.34,1159.57,92.77,201.67999999999998,debit_card,completed,4,"3375 Hoover Well, East Andrew, Illinois 52728",2025-12-22 10:04:20.403512
TXN-4fe9fb87,33,antonio53@example.com,2025-12-03 10:04:20.405511,9340.41,8648.529999999999,691.88,799.46,debit_card,completed,9,"3293 Maria Plaza, New Jason, Iowa 43565",2025-12-22 10:04:20.405511
TXN-21f0fe4a,57,linda87@example.org,2025-11-01 10:04:20.406511,891.64,825.59,66.05,91.73,debit_card,pending,2,"5169 Robles Stream, New Thomasshire, Oregon 30325",2025-12-22 10:04:20.406511
TXN-b8cb3ff1,6,joshuawashington@example.net,2025-10-11 10:04:20.407509,5248.18,4859.43,388.75,451.75,google_pay,completed,7,"7010 Chandler Union Apt. 333, Taylorburgh, Louisiana 61138",2025-12-22 10:04:20.407509
TXN-b4436389,45,brett75@example.net,2025-10-10 10:04:20.408509,7947.47,7358.77,588.7,1135.86,credit_card,completed,7,"8536 Nicholas Burgs, Sarahmouth, Georgia 18536",2025-12-22 10:04:20.408509
TXN-31751d34,38,nicholaschavez@example.org,2025-10-25 10:04:20.410508,10608.38,9822.570000000002,785.81,781.09,paypal,completed,8,"81561 Gregory Ramp Suite 840, South Tracey, Arkansas 1508",2025-12-22 10:04:20.410508
TXN-89642d55,59,chelsea33@example.com,2025-11-09 10:04:20.411507,7586.58,7024.61,561.97,57.29,debit_card,completed,6,"40415 Douglas Summit Suite 338, Sarahview, Florida 14817",2025-12-22 10:04:20.411507
TXN-25fe62dc,16,amy60@example.org,2025-10-12 10:04:20.412506,333.23,308.55,24.68,30.029999999999998,debit_card,completed,3,"6706 Caldwell Union, Ramseymouth, Florida 82061",2025-12-22 10:04:20.412506
TXN-9de0a520,16,amy60@example.org,2025-11-25 10:04:20.413506,2877.42,2664.28,213.14,282.79,credit_card,completed,7,"6706 Caldwell Union, Ramseymouth, Florida 82061",2025-12-22 10:04:20.414505
TXN-95047f42,83,candice25@example.net,2025-11-06 10:04:20.414505,12488.47,11563.400000000001,925.07,0.0,credit_card,completed,2,"7116 Neal Wells Suite 775, Port Kimland, Washington 60590",2025-12-22 10:04:20.414505
TXN-99a5e3b8,54,frykelli@example.com,2025-11-07 10:04:20.416505,2107.58,1951.46,156.12,166.26,paypal,completed,5,"7359 Larry Stravenue Suite 562, Zacharyville, Massachusetts 32186",2025-12-22 10:04:20.416505
TXN-52e40cba,18,thomaswilson@example.org,2025-11-29 10:04:20.417504,4869.67,4508.95,360.72,227.96,credit_card,completed,5,"93149 Laura Port, West Amandastad, California 66818",2025-12-22 10:04:20.417504
TXN-7d2dfd58,58,silvageorge@example.net,2025-11-16 10:04:20.418553,5349.51,4953.25,396.26,468.27,credit_card,completed,7,"028 Ann Shore Suite 865, South Rhonda, Michigan 72102",2025-12-22 10:04:20.418553
TXN-d45c13b7,100,lebrandon@example.com,2025-09-23 10:04:20.419553,16483.76,15262.74,1221.02,1000.1899999999999,paypal,completed,8,"1152 Martin Club Apt. 599, Bushchester, Tennessee 22127",2025-12-22 10:04:20.420551
TXN-bdb20f1b,33,antonio53@example.com,2025-12-18 10:04:20.420551,2309.19,2138.14,171.05,0.0,credit_card,completed,2,"3293 Maria Plaza, New Jason, Iowa 43565",2025-12-22 10:04:20.420551
TXN-fd094334,3,gabriellecameron@example.org,2025-10-10 10:04:20.421617,2521.4,2334.63,186.77,102.89000000000001,credit_card,completed,3,"653 William Course Apt. 122, Carlsonfurt, Missouri 78605",2025-12-22 10:04:20.421617
TXN-b5cf9711,33,antonio53@example.com,2025-12-18 10:04:20.423550,12377.75,11460.88,916.87,1188.84,debit_card,completed,6,"3293 Maria Plaza, New Jason, Iowa 43565",2025-12-22 10:04:20.423550
TXN-d6a8cd15,7,ramosmichelle@example.net,2025-11-22 10:04:20.424549,390.65,361.71,28.94,90.42,credit_card,completed,2,"0647 Henderson Street, Mooreport, Indiana 8166",2025-12-22 10:04:20.424549
TXN-3ab2a68c,67,harttammy@example.net,2025-11-08 10:04:20.425548,10489.54,9712.54,777.0,999.9499999999999,debit_card,completed,6,"837 Molly Isle, Susantown, Indiana 25407",2025-12-22 10:04:20.425548
TXN-01062d99,90,perezwilliam@example.org,2025-10-18 10:04:20.426550,3690.54,3417.17,273.37,12.59,google_pay,completed,3,"5419 Wilson Spring, East Jeffreyhaven, Arizona 53051",2025-12-22 10:04:20.426550
TXN-52d33c07,74,hahnsean@example.com,2025-11-17 10:04:20.427548,701.85,649.8599999999999,51.99,93.08,paypal,completed,2,"6618 Ashley Extension, Jacksonview, Maryland 35681",2025-12-22 10:04:20.427548
TXN-08fecea6,70,carloshernandez@example.org,2025-09-27 10:04:20.428547,392.42,363.35,29.07,62.59,credit_card,completed,3,"621 Alice Garden, New Alisha, Minnesota 35539",2025-12-22 10:04:20.428547
TXN-ad773393,46,samantha72@example.net,2025-11-05 10:04:20.429546,5852.31,5418.81,433.5,828.27,debit_card,completed,5,"1036 Brown Villages, Carlsontown, South Dakota 68052",2025-12-22 10:04:20.429546
TXN-ae871315,80,lcarr@example.org,2025-10-13 10:04:20.430545,13031.81,12066.49,965.32,1106.29,debit_card,completed,10,"669 Bailey Manors, South Cynthia, Vermont 85076",2025-12-22 10:04:20.431545
TXN-4a250a4c,86,morenoalan@example.net,2025-09-25 10:04:20.432544,11553.52,10697.699999999999,855.82,1042.05,apple_pay,completed,8,"5234 John Rapid Suite 043, Lake Peter, Tennessee 7653",2025-12-22 10:04:20.432544
TXN-445da9be,4,tasha01@example.net,2025-11-02 10:04:20.433544,6717.81,6220.1900000000005,497.62,152.96,debit_card,completed,5,"88095 Smith Lake Suite 303, North Jessicaland, Wisconsin 70323",2025-12-22 10:04:20.433544
TXN-9cc8cc79,62,lopezdonald@example.com,2025-12-13 10:04:20.434543,2198.45,2035.6,162.85,68.27,credit_card,completed,4,"68414 Mendez Forges Apt. 727, Robertside, New Mexico 99768",2025-12-22 10:04:20.434543
TXN-5f5198e7,16,amy60@example.org,2025-11-12 10:04:20.436542,12247.03,11339.84,907.19,999.58,credit_card,completed,8,"6706 Caldwell Union, Ramseymouth, Florida 82061",2025-12-22 10:04:20.436542
TXN-818be6b8,8,adkinsbrian@example.net,2025-12-03 10:04:20.437542,9229.5,8545.83,683.67,719.89,apple_pay,completed,7,"998 Donovan Ford Suite 346, Lake Debbie, New Jersey 41942",2025-12-22 10:04:20.437542
TXN-0b855f08,68,burgesskaren@example.org,2025-10-13 10:04:20.438541,3477.85,3220.23,257.62,24.93,debit_card,completed,8,"753 Edwards Cape, Lake Dustin, Kentucky 73024",2025-12-22 10:04:20.438541
TXN-4a2407a0,100,lebrandon@example.com,2025-10-01 10:04:20.439540,11952.79,11067.4,885.39,34.09,credit_card,completed,5,"1152 Martin Club Apt. 599, Bushchester, Tennessee 22127",2025-12-22 10:04:20.439540
TXN-47d61745,84,melissa86@example.org,2025-10-16 10:04:20.440540,7101.43,6575.4,526.03,892.07,paypal,completed,4,"27706 Wendy Curve, Erikview, Colorado 86299",2025-12-22 10:04:20.440540
TXN-3abb277f,93,louis43@example.org,2025-12-13 10:04:20.442539,12725.38,11782.76,942.62,2156.19,credit_card,completed,6,"1124 Jason Walks Suite 213, Randyton, Utah 39670",2025-12-22 10:04:20.442539
TXN-8f29dae2,73,brian63@example.org,2025-10-30 10:04:20.443585,4207.31,3895.66,311.65,381.39,debit_card,completed,5,"431 Joseph Light, Lake Peter, Mississippi 14466",2025-12-22 10:04:20.443585
TXN-37f9c3fc,68,burgesskaren@example.org,2025-09-24 10:04:20.444585,9667.12,8951.039999999999,716.08,953.2900000000001,debit_card,pending,9,"753 Edwards Cape, Lake Dustin, Kentucky 73024",2025-12-22 10:04:20.444585
TXN-da3bedfb,6,joshuawashington@example.net,2025-12-15 10:04:20.445584,1728.8,1600.74,128.06,124.41,credit_card,completed,4,"7010 Chandler Union Apt. 333, Taylorburgh, Louisiana 61138",2025-12-22 10:04:20.445584
TXN-fc2cff85,16,amy60@example.org,2025-10-20 10:04:20.446617,2738.61,2535.75,202.86,282.73,google_pay,completed,3,"6706 Caldwell Union, Ramseymouth, Florida 82061",2025-12-22 10:04:20.446617
TXN-4312a15d,90,perezwilliam@example.org,2025-10-29 10:04:20.447617,1276.33,1181.79,94.54,248.51,credit_card,completed,5,"5419 Wilson Spring, East Jeffreyhaven, Arizona 53051",2025-12-22 10:04:20.447617
TXN-28c8fafb,31,mark62@example.org,2025-12-17 10:04:20.448616,8957.02,8293.54,663.48,469.22,paypal,completed,10,"516 Joseph Crossing Suite 549, Carsonstad, Connecticut 88953",2025-12-22 10:04:20.448616
TXN-2194234d,61,vlopez@example.com,2025-11-03 10:04:20.449615,68.3,63.24,5.06,0.0,apple_pay,completed,1,"15274 Alexis Junction Suite 932, Wilcoxhaven, Massachusetts 11869",2025-12-22 10:04:20.449615
TXN-6ea9652f,5,davidalvarez@example.net,2025-09-30 10:04:20.450614,118.5,109.72,8.78,27.43,credit_card,completed,1,"0983 Adrian Station, East Carloston, Michigan 9788",2025-12-22 10:04:20.450614
TXN-f884f9fa,43,kyle62@example.net,2025-11-01 10:04:20.451614,7305.8,6764.63,541.17,313.1,credit_card,completed,7,"35733 Eric Hill Apt. 888, Lake Matthewberg, Rhode Island 49878",2025-12-22 10:04:20.451614
TXN-5f8885d4,24,margaret10@example.org,2025-11-14 10:04:20.452614,2657.9,2461.02,196.88,32.14,paypal,completed,5,"065 Johnson Forks, Port Emilyview, Oregon 5774",2025-12-22 10:04:20.452614
TXN-3845bc0a,11,jason31@example.com,2025-10-14 10:04:20.454612,3259.34,3017.91,241.43,191.48999999999998,credit_card,completed,6,"3375 Hoover Well, East Andrew, Illinois 52728",2025-12-22 10:04:20.454612
